generation,prev_avg_utility,avg_utility,avg_degree
4593,38.680000,40.240000,12.460000
4594,29.980000,33.640000,12.460000
4595,34.280000,34.280000,12.460000
4596,37.800000,37.800000,12.460000
4597,40.800000,40.800000,12.460000
4598,35.600000,38.100000,12.500000
4599,36.340000,36.340000,12.500000
4600,40.300000,40.300000,12.500000
4601,43.500000,43.500000,12.500000
4602,31.480000,45.400000,12.460000
4603,29.940000,38.440000,12.400000
4604,32.640000,32.640000,12.400000
4605,34.540000,36.740000,12.420000
4606,37.600000,39.020000,12.420000
4607,38.460000,38.460000,12.420000
4608,42.040000,42.040000,12.420000
4609,35.020000,39.280000,12.420000
4610,41.560000,44.800000,12.460000
4611,44.260000,44.260000,12.460000
4612,32.060000,34.940000,12.500000
4613,34.500000,34.500000,12.500000
4614,38.600000,38.600000,12.500000
4615,41.600000,41.600000,12.500000
4616,37.600000,37.600000,12.500000
4617,42.660000,42.660000,12.500000
4618,31.700000,33.980000,12.520000
4619,45.580000,45.580000,12.520000
4620,33.300000,34.120000,12.520000
4621,36.120000,36.180000,12.480000
4622,35.120000,35.780000,12.460000
4623,40.940000,40.940000,12.460000
4624,41.180000,41.180000,12.460000
4625,45.860000,45.860000,12.460000
4626,31.800000,38.200000,12.400000
4627,42.760000,42.760000,12.400000
4628,43.720000,43.720000,12.400000
4629,37.800000,37.800000,12.400000
4630,33.100000,33.100000,12.400000
4631,37.640000,37.640000,12.400000
4632,30.500000,34.340000,12.420000
4633,40.680000,40.680000,12.420000
4634,33.280000,38.440000,12.460000
4635,40.580000,40.580000,12.460000
4636,31.860000,40.380000,12.440000
4637,35.320000,35.320000,12.440000
4638,32.420000,40.700000,12.380000
4639,36.160000,40.400000,12.380000
4640,40.120000,41.100000,12.380000
4641,35.700000,39.580000,12.400000
4642,37.880000,46.240000,12.380000
4643,32.280000,36.600000,12.420000
4644,35.940000,35.940000,12.420000
4645,46.080000,46.080000,12.420000
4646,42.820000,42.820000,12.420000
4647,38.520000,38.520000,12.420000
4648,38.480000,42.760000,12.460000
4649,44.120000,44.120000,12.460000
4650,40.200000,40.200000,12.460000
4651,43.080000,43.080000,12.460000
4652,38.860000,38.860000,12.460000
4653,41.900000,41.900000,12.460000
4654,40.740000,41.880000,12.480000
4655,32.660000,43.700000,12.520000
4656,37.480000,37.480000,12.520000
4657,37.020000,39.720000,12.540000
4658,36.280000,37.400000,12.580000
4659,43.100000,43.100000,12.580000
4660,41.720000,43.080000,12.600000
4661,44.340000,44.340000,12.600000
4662,36.940000,40.160000,12.620000
4663,36.480000,36.480000,12.620000
4664,42.420000,42.420000,12.620000
4665,40.080000,40.080000,12.620000
4666,39.480000,45.720000,12.600000
4667,42.520000,43.200000,12.580000
4668,34.360000,40.320000,12.620000
4669,42.720000,42.720000,12.620000
4670,38.620000,38.740000,12.560000
4671,33.800000,38.640000,12.580000
4672,43.960000,43.960000,12.580000
4673,37.560000,37.560000,12.580000
4674,34.540000,40.440000,12.600000
4675,34.280000,38.460000,12.620000
4676,33.760000,44.420000,12.600000
4677,43.620000,43.620000,12.600000
4678,37.520000,40.320000,12.580000
4679,31.640000,41.280000,12.580000
4680,37.060000,37.060000,12.580000
4681,38.060000,38.060000,12.580000
4682,39.360000,39.360000,12.580000
4683,41.780000,41.780000,12.580000
4684,45.320000,45.320000,12.580000
4685,41.200000,41.200000,12.580000
4686,37.100000,38.260000,12.600000
4687,47.260000,47.260000,12.600000
4688,32.580000,39.900000,12.660000
4689,43.640000,43.640000,12.660000
4690,39.340000,41.420000,12.660000
4691,35.880000,39.520000,12.680000
4692,38.200000,38.200000,12.680000
4693,42.800000,44.020000,12.660000
4694,37.980000,37.980000,12.660000
4695,39.260000,39.260000,12.660000
4696,31.080000,38.180000,12.640000
4697,41.280000,41.280000,12.640000
4698,28.580000,38.380000,12.640000
4699,38.820000,38.820000,12.640000
4700,38.940000,46.360000,12.700000
4701,39.180000,39.180000,12.700000
4702,37.860000,37.860000,12.700000
4703,32.940000,38.300000,12.680000
4704,42.760000,42.760000,12.680000
4705,40.220000,40.220000,12.680000
4706,31.040000,38.300000,12.640000
4707,42.560000,42.560000,12.640000
4708,44.180000,44.180000,12.640000
4709,39.640000,39.640000,12.640000
4710,29.380000,39.880000,12.640000
4711,35.280000,40.660000,12.620000
4712,38.300000,38.300000,12.620000
4713,42.080000,42.080000,12.620000
4714,37.780000,37.780000,12.620000
4715,40.020000,40.020000,12.620000
4716,31.220000,41.480000,12.600000
4717,37.460000,41.680000,12.560000
4718,39.560000,39.560000,12.560000
4719,35.760000,35.760000,12.560000
4720,35.800000,39.700000,12.540000
4721,36.340000,36.340000,12.540000
4722,35.120000,37.360000,12.520000
4723,36.040000,45.200000,12.540000
4724,34.020000,34.020000,12.540000
4725,31.620000,37.300000,12.500000
4726,31.700000,44.180000,12.540000
4727,35.920000,35.920000,12.540000
4728,40.100000,40.100000,12.540000
4729,40.160000,40.160000,12.540000
4730,41.260000,41.260000,12.540000
4731,35.940000,37.240000,12.500000
4732,42.240000,42.240000,12.500000
4733,39.580000,39.580000,12.500000
4734,47.740000,47.740000,12.500000
4735,43.440000,46.420000,12.600000
4736,30.320000,37.960000,12.580000
4737,34.920000,38.580000,12.560000
4738,35.080000,35.080000,12.560000
4739,40.680000,40.680000,12.560000
4740,32.140000,44.280000,12.580000
4741,29.880000,30.180000,12.540000
4742,45.800000,45.800000,12.540000
4743,40.420000,40.420000,12.540000
4744,39.020000,46.600000,12.520000
4745,38.580000,39.160000,12.540000
4746,33.480000,33.480000,12.540000
4747,43.900000,43.900000,12.540000
4748,33.860000,35.800000,12.460000
4749,42.400000,42.400000,12.460000
4750,37.840000,37.840000,12.460000
4751,28.020000,41.640000,12.460000
4752,37.720000,42.820000,12.480000
4753,37.040000,41.140000,12.520000
4754,36.940000,36.940000,12.520000
4755,35.440000,41.360000,12.480000
4756,32.620000,40.600000,12.500000
4757,45.060000,45.060000,12.500000
4758,33.340000,43.540000,12.520000
4759,39.540000,46.340000,12.480000
4760,32.260000,41.100000,12.520000
4761,37.380000,47.240000,12.560000
4762,45.080000,45.080000,12.560000
4763,31.480000,37.760000,12.540000
4764,31.900000,37.900000,12.580000
4765,46.160000,46.160000,12.580000
4766,44.220000,44.220000,12.580000
4767,32.340000,40.940000,12.600000
4768,27.480000,39.820000,12.680000
4769,40.240000,40.240000,12.680000
4770,36.080000,36.580000,12.680000
4771,31.620000,32.160000,12.660000
4772,30.540000,37.460000,12.640000
4773,37.460000,37.460000,12.640000
4774,38.860000,41.320000,12.620000
4775,37.680000,37.680000,12.620000
4776,37.940000,37.940000,12.620000
4777,40.160000,40.160000,12.620000
4778,45.740000,45.740000,12.620000
4779,37.880000,37.880000,12.620000
4780,26.920000,37.500000,12.580000
4781,41.080000,41.080000,12.580000
4782,37.420000,37.420000,12.580000
4783,32.360000,37.580000,12.580000
4784,36.620000,38.960000,12.600000
4785,40.900000,40.900000,12.600000
4786,42.880000,42.880000,12.600000
4787,43.760000,43.760000,12.600000
4788,36.500000,41.880000,12.580000
4789,42.880000,42.880000,12.580000
4790,29.500000,39.960000,12.500000
4791,34.180000,45.000000,12.500000
4792,39.760000,39.760000,12.500000
4793,37.680000,38.460000,12.500000
4794,30.320000,33.100000,12.480000
4795,37.300000,37.300000,12.480000
4796,34.660000,37.540000,12.480000
4797,36.480000,38.660000,12.500000
4798,37.640000,44.140000,12.520000
4799,44.020000,44.020000,12.520000
4800,46.740000,46.740000,12.520000
4801,40.840000,45.460000,12.460000
4802,35.700000,35.700000,12.460000
4803,35.760000,39.800000,12.460000
4804,37.300000,40.580000,12.440000
4805,38.080000,38.080000,12.440000
4806,37.140000,41.520000,12.460000
4807,40.200000,40.200000,12.460000
4808,37.440000,37.440000,12.460000
4809,39.460000,39.460000,12.460000
4810,35.420000,35.420000,12.460000
4811,39.020000,39.020000,12.460000
4812,37.560000,37.560000,12.460000
4813,35.380000,35.380000,12.460000
4814,43.260000,43.260000,12.460000
4815,41.700000,41.700000,12.460000
4816,42.700000,42.700000,12.460000
4817,38.900000,43.000000,12.420000
4818,34.440000,41.540000,12.460000
4819,37.300000,37.300000,12.460000
4820,37.900000,37.900000,12.460000
4821,46.280000,46.280000,12.460000
4822,36.560000,36.560000,12.460000
4823,41.480000,42.280000,12.480000
4824,39.100000,39.100000,12.480000
4825,37.200000,37.200000,12.480000
4826,35.280000,41.640000,12.460000
4827,35.140000,41.240000,12.400000
4828,32.120000,35.520000,12.420000
4829,38.520000,39.320000,12.440000
4830,41.860000,43.000000,12.480000
4831,45.860000,45.860000,12.480000
4832,37.900000,42.700000,12.480000
4833,29.700000,34.800000,12.540000
4834,33.120000,34.440000,12.540000
4835,38.420000,39.700000,12.540000
4836,39.540000,39.760000,12.520000
4837,42.540000,42.540000,12.520000
4838,47.880000,47.880000,12.520000
4839,27.860000,33.840000,12.520000
4840,29.680000,37.660000,12.540000
4841,34.420000,34.420000,12.540000
4842,41.200000,41.200000,12.540000
4843,38.620000,38.620000,12.540000
4844,45.080000,45.080000,12.540000
4845,37.600000,42.060000,12.520000
4846,41.420000,41.420000,12.520000
4847,36.920000,43.680000,12.520000
4848,36.760000,36.760000,12.520000
4849,42.600000,42.600000,12.520000
4850,30.700000,40.580000,12.520000
4851,33.960000,38.960000,12.500000
4852,43.360000,43.360000,12.500000
4853,36.320000,38.400000,12.460000
4854,39.960000,43.000000,12.460000
4855,33.400000,36.940000,12.460000
4856,36.840000,40.440000,12.480000
4857,42.760000,42.760000,12.480000
4858,34.580000,38.120000,12.480000
4859,31.900000,47.280000,12.480000
4860,35.840000,36.500000,12.480000
4861,41.920000,46.020000,12.480000
4862,35.280000,39.060000,12.500000
4863,39.760000,40.660000,12.460000
4864,37.640000,46.960000,12.440000
4865,30.320000,36.120000,12.420000
4866,37.100000,39.720000,12.380000
4867,35.160000,35.160000,12.380000
4868,32.760000,39.900000,12.360000
4869,35.060000,41.360000,12.340000
4870,38.580000,39.580000,12.300000
4871,42.240000,42.240000,12.300000
4872,36.760000,43.360000,12.280000
4873,33.400000,33.400000,12.280000
4874,33.020000,42.080000,12.300000
4875,42.260000,42.260000,12.300000
4876,35.400000,37.060000,12.340000
4877,42.800000,42.800000,12.340000
4878,33.420000,38.240000,12.380000
4879,44.740000,44.740000,12.380000
4880,38.180000,42.960000,12.420000
4881,34.080000,34.340000,12.420000
4882,44.500000,47.640000,12.440000
4883,39.500000,39.500000,12.440000
4884,36.520000,36.520000,12.440000
4885,45.460000,45.460000,12.440000
4886,35.240000,43.240000,12.400000
4887,31.660000,36.120000,12.420000
4888,35.900000,35.900000,12.420000
4889,39.380000,39.380000,12.420000
4890,39.560000,41.220000,12.420000
4891,33.840000,41.560000,12.420000
4892,34.920000,38.340000,12.420000
4893,36.340000,36.340000,12.420000
4894,39.720000,39.720000,12.420000
4895,38.960000,38.960000,12.420000
4896,37.040000,40.480000,12.400000
4897,40.840000,40.840000,12.400000
4898,39.080000,39.080000,12.400000
4899,31.920000,34.160000,12.400000
4900,39.680000,39.680000,12.400000
4901,43.160000,43.160000,12.400000
4902,41.120000,41.120000,12.400000
4903,37.340000,37.340000,12.400000
4904,34.920000,40.860000,12.400000
4905,38.820000,41.200000,12.280000
4906,36.180000,42.880000,12.280000
4907,37.140000,38.340000,12.300000
4908,38.040000,38.460000,12.300000
4909,42.620000,42.620000,12.300000
4910,37.880000,37.880000,12.300000
4911,40.580000,40.580000,12.300000
4912,44.640000,44.640000,12.300000
4913,38.900000,42.960000,12.340000
4914,36.440000,39.380000,12.340000
4915,40.660000,43.560000,12.320000
4916,32.240000,39.800000,12.300000
4917,38.520000,38.520000,12.300000
4918,41.180000,41.180000,12.300000
4919,40.060000,40.060000,12.300000
4920,32.760000,39.940000,12.320000
4921,39.640000,41.580000,12.300000
4922,32.160000,44.320000,12.320000
4923,37.660000,39.260000,12.300000
4924,36.720000,36.720000,12.300000
4925,38.420000,42.980000,12.320000
4926,41.800000,44.240000,12.320000
4927,31.140000,32.480000,12.340000
4928,41.420000,41.420000,12.340000
4929,38.000000,38.000000,12.340000
4930,40.300000,40.300000,12.340000
4931,33.200000,40.000000,12.320000
4932,28.840000,35.660000,12.340000
4933,44.920000,44.920000,12.340000
4934,37.860000,42.020000,12.360000
4935,34.660000,39.400000,12.400000
4936,38.940000,40.820000,12.400000
4937,34.080000,36.620000,12.400000
4938,40.480000,41.880000,12.420000
4939,41.500000,41.500000,12.420000
4940,44.060000,44.060000,12.420000
4941,44.040000,44.040000,12.420000
4942,42.420000,42.420000,12.420000
4943,35.080000,40.280000,12.440000
4944,44.800000,44.800000,12.440000
4945,37.540000,37.540000,12.440000
4946,33.160000,40.320000,12.460000
4947,39.080000,40.600000,12.420000
4948,38.220000,38.220000,12.420000
4949,33.560000,39.280000,12.440000
4950,35.400000,35.400000,12.440000
4951,36.280000,42.600000,12.460000
4952,35.620000,35.620000,12.460000
4953,29.660000,29.780000,12.400000
4954,33.860000,41.180000,12.380000
4955,36.700000,43.380000,12.420000
4956,33.940000,38.120000,12.440000
4957,35.260000,35.260000,12.440000
4958,37.820000,40.680000,12.440000
4959,43.520000,43.520000,12.440000
4960,32.060000,38.780000,12.460000
4961,40.740000,40.740000,12.460000
4962,44.640000,44.640000,12.460000
4963,37.680000,38.500000,12.440000
4964,34.580000,37.560000,12.440000
4965,44.640000,44.640000,12.440000
4966,41.680000,42.680000,12.380000
4967,41.200000,41.200000,12.380000
4968,28.020000,35.800000,12.360000
4969,29.380000,29.380000,12.360000
4970,37.440000,37.440000,12.360000
4971,36.040000,40.000000,12.380000
4972,42.460000,42.460000,12.380000
4973,33.080000,37.700000,12.340000
4974,43.480000,43.480000,12.340000
4975,36.640000,36.640000,12.340000
4976,36.880000,36.880000,12.340000
4977,33.960000,33.960000,12.340000
4978,30.200000,39.680000,12.360000
4979,35.380000,39.160000,12.360000
4980,42.640000,42.640000,12.360000
4981,38.640000,38.640000,12.360000
4982,36.900000,40.100000,12.320000
4983,41.500000,47.020000,12.260000
4984,34.700000,39.800000,12.240000
4985,30.300000,37.580000,12.340000
4986,37.520000,37.520000,12.340000
4987,36.840000,36.840000,12.340000
4988,35.100000,40.000000,12.360000
4989,35.760000,35.760000,12.360000
4990,39.820000,44.060000,12.360000
4991,41.320000,41.320000,12.360000
4992,40.500000,40.500000,12.360000
4993,37.100000,37.820000,12.340000
4994,37.600000,39.440000,12.320000
4995,36.960000,44.940000,12.300000
4996,40.980000,41.820000,12.280000
4997,38.400000,44.440000,12.340000
4998,36.980000,38.500000,12.360000
4999,37.540000,48.840000,12.380000
5000,41.740000,43.860000,12.340000
