generation,avg_utility,avg_degrees,reciprocity,spinglass_modularity,cluster_coeff
0,36.939999,5.440000,0.095588,0.253717,0.226350
500,27.940001,9.900000,0.012121,0.117202,0.396376
1000,25.840000,11.580000,0.006908,0.103980,0.473479
1500,24.320000,11.800000,0.003390,0.108421,0.489320
2000,42.680000,12.640000,0.003165,0.088156,0.509343
2500,17.160000,12.660000,0.003160,0.089644,0.518438
3000,26.660000,12.520000,0.003195,0.102245,0.504420
3500,34.439999,12.660000,0.000000,0.097572,0.504588
4000,34.480000,12.260000,0.000000,0.097496,0.486864
4500,32.400002,11.820000,0.000000,0.108260,0.482786
5000,44.759998,11.840000,0.000000,0.108553,0.491771
