generation,avg_utility,avg_degrees,reciprocity,spinglass_modularity,cluster_coeff
0,14.880000,44.380000,0.903110,0.054458,0.993521
500,20.100000,34.360000,0.720605,0.065149,0.898467
1000,39.380001,25.040000,0.562300,0.087565,0.733777
1500,25.900000,20.100000,0.409950,0.096616,0.654502
2000,27.360001,17.040000,0.298122,0.100477,0.591826
2500,34.540001,15.000000,0.189333,0.105501,0.554158
3000,30.240000,14.220000,0.126582,0.116546,0.543034
3500,33.419998,12.880000,0.083851,0.106693,0.496746
4000,39.080002,12.500000,0.057600,0.107660,0.503389
4500,29.660000,12.700000,0.031496,0.109187,0.511736
5000,29.540001,11.800000,0.030508,0.114510,0.472741
