generation,avg_utility,avg_degrees,reciprocity,spinglass_modularity,cluster_coeff
0,28.059999,44.160000,0.901268,0.054875,0.990252
500,19.420000,33.900000,0.719764,0.067283,0.885024
1000,43.000000,25.820000,0.570101,0.085840,0.751484
1500,42.480000,21.240000,0.444444,0.092431,0.672208
2000,43.759998,17.900000,0.328492,0.102779,0.612451
2500,31.000000,15.620000,0.217670,0.106240,0.567064
3000,27.559999,14.120000,0.167139,0.113561,0.529090
3500,42.740002,13.400000,0.092537,0.109404,0.524430
4000,33.279999,12.840000,0.071651,0.112469,0.501037
4500,35.220001,12.660000,0.050553,0.106812,0.501845
5000,35.200001,12.900000,0.027907,0.104315,0.517131
