generation,avg_utility,avg_degrees,reciprocity,spinglass_modularity,cluster_coeff
0,34.660000,14.880000,0.298387,0.118761,0.517962
500,37.240002,14.500000,0.228966,0.115727,0.514980
1000,38.360001,13.740000,0.133916,0.108437,0.515648
1500,29.879999,12.860000,0.071540,0.107842,0.498200
2000,37.220001,13.160000,0.033435,0.091639,0.527390
2500,41.320000,12.760000,0.021944,0.102710,0.504167
3000,30.660000,12.140000,0.016474,0.114226,0.487877
3500,28.920000,11.960000,0.010033,0.101305,0.489431
4000,28.639999,11.600000,0.010345,0.108019,0.463672
4500,19.280001,12.400000,0.009677,0.109451,0.507082
5000,29.540001,12.360000,0.009709,0.108209,0.503278
