generation,avg_utility,avg_degrees,reciprocity,spinglass_modularity,cluster_coeff
0,11.120000,43.760000,0.895795,0.055307,0.986079
500,45.020000,33.680000,0.744656,0.072372,0.861922
1000,27.520000,27.840000,0.619253,0.081036,0.780351
1500,29.920000,22.900000,0.513537,0.094202,0.697915
2000,25.360001,20.180000,0.420218,0.097504,0.645489
2500,27.360001,17.940000,0.303233,0.098646,0.620804
3000,40.660000,16.480000,0.252427,0.099820,0.588383
3500,42.799999,16.060000,0.239103,0.101040,0.574393
4000,37.200001,15.560000,0.226221,0.103950,0.559111
4500,42.080002,15.480000,0.217054,0.103944,0.553464
5000,41.639999,15.520000,0.208763,0.103221,0.559511
