generation,avg_utility,avg_degrees,reciprocity,spinglass_modularity,cluster_coeff
0,13.820000,39.120000,0.800613,0.057186,0.957429
500,17.100000,30.040000,0.653795,0.076888,0.826120
1000,18.440001,23.260000,0.496991,0.088207,0.710265
1500,31.600000,19.380000,0.363261,0.096749,0.643467
2000,23.320000,16.280000,0.250614,0.103107,0.581716
2500,34.560001,14.440000,0.163435,0.112105,0.538694
3000,46.980000,13.220000,0.105900,0.104391,0.511063
3500,36.060001,13.160000,0.069909,0.109008,0.517320
4000,28.920000,13.340000,0.047976,0.099138,0.531148
4500,36.799999,12.580000,0.034976,0.104796,0.507141
5000,30.680000,12.960000,0.018519,0.096820,0.528812
