generation,avg_utility,avg_degrees,reciprocity,spinglass_modularity,cluster_coeff
0,40.119999,34.400000,0.684884,0.059099,0.922662
500,22.520000,29.720000,0.602961,0.071534,0.847395
1000,21.600000,27.720000,0.556999,0.075257,0.817514
1500,24.360001,26.640000,0.539039,0.078218,0.798628
2000,26.660000,21.760000,0.430147,0.090176,0.698944
2500,40.660000,18.800000,0.319149,0.096929,0.641577
3000,37.220001,16.700000,0.253892,0.102002,0.598040
3500,26.940001,15.140000,0.166446,0.101585,0.564361
4000,27.799999,13.920000,0.132184,0.105679,0.531694
4500,40.520000,13.140000,0.094368,0.109586,0.511881
5000,48.680000,12.820000,0.078003,0.120547,0.509289
