generation,avg_utility,avg_degrees,reciprocity,spinglass_modularity,cluster_coeff
0,12.000000,49.000000,1.000000,0.054951,1.000000
500,23.900000,38.860000,0.806999,0.059050,0.946142
1000,21.719999,29.300000,0.625256,0.074712,0.822290
1500,33.340000,23.220000,0.508183,0.090262,0.707209
2000,30.360001,19.780000,0.370071,0.093584,0.661139
2500,28.480000,17.780000,0.303712,0.102692,0.616087
3000,27.160000,16.240000,0.236453,0.101277,0.584666
3500,39.720001,15.000000,0.200000,0.112260,0.553589
4000,41.080002,14.400000,0.152778,0.105439,0.534488
4500,43.560001,13.960000,0.131805,0.111115,0.534094
5000,31.299999,13.240000,0.096677,0.116416,0.514668
