generation,avg_utility,avg_degrees,reciprocity,spinglass_modularity,cluster_coeff
0,19.860001,19.780000,0.364004,0.093362,0.656173
500,31.400000,16.680000,0.239808,0.097813,0.601984
1000,28.680000,15.360000,0.143229,0.095321,0.585127
1500,21.000000,13.620000,0.114537,0.103576,0.533124
2000,32.160000,13.240000,0.060423,0.104519,0.525446
2500,37.240002,12.680000,0.044164,0.095789,0.505938
3000,29.520000,12.460000,0.035313,0.101073,0.498574
3500,31.760000,12.600000,0.019048,0.092024,0.507717
4000,36.700001,12.360000,0.012945,0.105792,0.502900
4500,30.559999,12.240000,0.003268,0.105604,0.505776
5000,25.520000,12.520000,0.003195,0.076395,0.515039
