generation,avg_utility,avg_degrees,reciprocity,spinglass_modularity,cluster_coeff
0,34.160000,9.920000,0.225806,0.146960,0.362212
500,46.639999,11.640000,0.127148,0.119494,0.441413
1000,47.119999,11.920000,0.124161,0.123101,0.449877
1500,47.900002,11.900000,0.124370,0.127718,0.448628
2000,47.900002,11.900000,0.124370,0.127718,0.448628
2500,48.439999,12.000000,0.123333,0.124164,0.452414
3000,48.560001,12.020000,0.123128,0.122014,0.453769
3500,48.560001,12.020000,0.123128,0.123899,0.453769
4000,48.680000,12.080000,0.122517,0.123894,0.456075
4500,48.680000,12.080000,0.122517,0.123894,0.456075
5000,48.680000,12.080000,0.122517,0.121501,0.456075
