generation,avg_utility,avg_degrees,reciprocity,spinglass_modularity,cluster_coeff
0,20.780001,29.320000,0.579809,0.069407,0.849909
500,31.580000,23.540000,0.463891,0.087035,0.738317
1000,31.900000,19.180000,0.348279,0.094887,0.648119
1500,23.000000,16.220000,0.226880,0.099538,0.590492
2000,43.320000,14.820000,0.164642,0.106825,0.555617
2500,42.500000,13.680000,0.143275,0.113434,0.520307
3000,38.340000,13.340000,0.104948,0.108863,0.501158
3500,26.340000,13.480000,0.071217,0.101503,0.525200
4000,24.940001,12.820000,0.040562,0.098765,0.503454
4500,43.520000,12.420000,0.025765,0.103585,0.495507
5000,39.480000,12.780000,0.012520,0.098299,0.511962
