generation,avg_utility,avg_degrees,reciprocity,spinglass_modularity,cluster_coeff
0,31.480000,44.400000,0.908108,0.055083,0.989542
500,21.059999,33.600000,0.727381,0.069945,0.873180
1000,24.120001,24.980000,0.565252,0.088042,0.734022
1500,31.559999,20.660000,0.453049,0.097473,0.648720
2000,30.280001,17.320000,0.302540,0.102309,0.599404
2500,36.840000,14.820000,0.199730,0.109921,0.545220
3000,34.080002,14.020000,0.114123,0.098926,0.537962
3500,35.000000,13.360000,0.071856,0.103239,0.531003
4000,36.380001,12.780000,0.034429,0.100617,0.519858
4500,37.020000,12.660000,0.025276,0.093208,0.514186
5000,38.799999,12.300000,0.016260,0.082320,0.504389
