generation,avg_utility,avg_degrees,reciprocity,spinglass_modularity,cluster_coeff
0,18.379999,34.360000,0.690338,0.060254,0.917818
500,35.119999,26.220000,0.546148,0.080089,0.777665
1000,36.880001,21.320000,0.429644,0.092926,0.677897
1500,38.880001,18.420000,0.304017,0.091307,0.633462
2000,34.240002,16.840000,0.244656,0.095405,0.602041
2500,32.540001,15.120000,0.187831,0.104019,0.557014
3000,30.120001,14.180000,0.110014,0.102302,0.552574
3500,40.700001,13.480000,0.068249,0.101100,0.538231
4000,39.919998,12.760000,0.047022,0.095291,0.508789
4500,27.120001,12.800000,0.031250,0.093485,0.517248
5000,43.639999,11.960000,0.020067,0.109463,0.484822
