generation,avg_utility,avg_degrees,reciprocity,spinglass_modularity,cluster_coeff
0,12.980000,49.000000,1.000000,0.054951,1.000000
500,14.060000,36.720000,0.785403,0.064536,0.911307
1000,21.120001,27.880000,0.631277,0.082935,0.783239
1500,29.080000,22.240000,0.491007,0.091380,0.686214
2000,33.959999,18.680000,0.359743,0.101339,0.625609
2500,31.360001,15.880000,0.236776,0.101527,0.571139
3000,38.919998,14.780000,0.143437,0.099481,0.565384
3500,32.880001,13.560000,0.088496,0.110883,0.529809
4000,31.000000,12.800000,0.053125,0.107292,0.495794
4500,36.160000,12.640000,0.037975,0.096261,0.510858
5000,40.340000,12.840000,0.024922,0.094575,0.513764
