generation,avg_utility,avg_degrees,reciprocity,spinglass_modularity,cluster_coeff
0,30.400000,19.540000,0.393040,0.098947,0.644409
500,35.680000,16.500000,0.278788,0.110368,0.580435
1000,40.040001,15.220000,0.181340,0.102059,0.575548
1500,32.880001,14.680000,0.111717,0.101915,0.567611
2000,27.260000,14.120000,0.084986,0.098475,0.550952
2500,36.279999,13.540000,0.056130,0.094854,0.531110
3000,38.900002,12.360000,0.025890,0.088436,0.509495
3500,34.560001,12.480000,0.016026,0.111736,0.508674
4000,35.799999,12.780000,0.009390,0.089411,0.516284
4500,30.940001,11.880000,0.006734,0.116813,0.486262
5000,32.500000,12.140000,0.006590,0.101304,0.486242
