generation,avg_utility,avg_degrees,reciprocity,spinglass_modularity,cluster_coeff
0,20.719999,29.340000,0.598500,0.072515,0.839904
500,31.660000,22.660000,0.443071,0.086338,0.715764
1000,41.619999,17.440000,0.337156,0.104068,0.596195
1500,44.299999,16.380000,0.283272,0.106143,0.574826
2000,38.200001,14.440000,0.210526,0.113442,0.528440
2500,27.920000,13.540000,0.147710,0.116125,0.504499
3000,32.580002,13.300000,0.093233,0.104175,0.510768
3500,44.799999,12.940000,0.046368,0.109984,0.516613
4000,45.639999,12.420000,0.025765,0.097871,0.504054
4500,33.560001,12.240000,0.026144,0.105455,0.496881
5000,45.919998,12.160000,0.006579,0.112796,0.490677
