generation,avg_utility,avg_degrees,reciprocity,spinglass_modularity,cluster_coeff
0,39.639999,43.900000,0.895672,0.054856,0.989332
500,18.799999,33.600000,0.717857,0.068546,0.878909
1000,31.719999,25.540000,0.563821,0.085341,0.748179
1500,25.200001,20.640000,0.422481,0.095007,0.660516
2000,35.880001,17.240000,0.276102,0.098251,0.606517
2500,28.920000,15.360000,0.187500,0.103618,0.563144
3000,25.440001,14.180000,0.138223,0.113425,0.540309
3500,30.920000,13.360000,0.092814,0.109535,0.518943
4000,32.639999,13.260000,0.054299,0.099482,0.526287
4500,36.639999,13.000000,0.036923,0.095523,0.519987
5000,29.459999,12.960000,0.015432,0.094235,0.517832
