generation,avg_utility,avg_degrees,reciprocity,spinglass_modularity,cluster_coeff
0,39.639999,20.820000,0.414986,0.095231,0.672988
500,38.980000,18.200000,0.342857,0.100226,0.615036
1000,40.279999,16.840000,0.292162,0.103033,0.587791
1500,44.200001,16.340000,0.269278,0.105050,0.580769
2000,32.980000,16.100000,0.265839,0.105297,0.570778
2500,47.240002,15.900000,0.261635,0.107338,0.560660
3000,38.799999,15.400000,0.220779,0.107839,0.558993
3500,44.880001,14.480000,0.182320,0.109426,0.538167
4000,45.439999,14.560000,0.170330,0.106578,0.547224
4500,46.200001,14.580000,0.170096,0.103858,0.547890
5000,46.200001,14.580000,0.170096,0.106117,0.547890
