generation,avg_utility,avg_degrees,reciprocity,spinglass_modularity,cluster_coeff
0,41.180000,29.440000,0.591033,0.071295,0.845829
500,31.559999,22.600000,0.467257,0.091130,0.701437
1000,24.240000,18.300000,0.358470,0.104823,0.617005
1500,35.599998,15.680000,0.252551,0.105626,0.556812
2000,36.820000,14.800000,0.162162,0.099764,0.548019
2500,28.400000,13.820000,0.092619,0.107380,0.540714
3000,31.980000,12.740000,0.059655,0.105989,0.502472
3500,29.360001,12.460000,0.044944,0.116862,0.494120
4000,28.719999,12.600000,0.025397,0.097446,0.500529
4500,35.299999,12.380000,0.016155,0.103329,0.500817
5000,28.200001,12.740000,0.006279,0.096798,0.521665
