generation,avg_utility,avg_degrees,reciprocity,spinglass_modularity,cluster_coeff
0,31.820000,38.860000,0.788471,0.056320,0.961043
500,38.939999,28.820000,0.632894,0.079968,0.801685
1000,22.600000,22.500000,0.483556,0.091836,0.695108
1500,26.920000,18.100000,0.366851,0.103455,0.600925
2000,35.560001,16.240000,0.243842,0.100377,0.579808
2500,35.459999,14.520000,0.159780,0.105870,0.545875
3000,23.860001,13.240000,0.102719,0.103671,0.514590
3500,32.099998,12.960000,0.067901,0.099069,0.505788
4000,31.780001,13.080000,0.039755,0.098754,0.522445
4500,28.320000,12.960000,0.024691,0.098002,0.518419
5000,31.080000,12.720000,0.018868,0.092724,0.519600
