generation,avg_utility,avg_degrees,reciprocity,spinglass_modularity,cluster_coeff
0,16.180000,20.020000,0.383616,0.095345,0.658162
500,33.540001,16.760000,0.279236,0.101886,0.588994
1000,25.559999,15.360000,0.192708,0.098513,0.583329
1500,36.820000,14.560000,0.123626,0.098598,0.555616
2000,24.379999,13.380000,0.071749,0.103197,0.517261
2500,41.900002,13.140000,0.045662,0.103741,0.525349
3000,28.480000,12.860000,0.027994,0.091038,0.517405
3500,34.900002,12.060000,0.013267,0.101710,0.493816
4000,30.500000,12.520000,0.006390,0.104246,0.520418
4500,29.500000,12.240000,0.006536,0.102961,0.495098
5000,30.620001,12.300000,0.003252,0.104928,0.496423
