generation,avg_utility,avg_degrees,reciprocity,spinglass_modularity,cluster_coeff
0,20.620001,34.260000,0.681845,0.059390,0.922412
500,18.600000,25.140000,0.548926,0.085079,0.746391
1000,35.279999,20.140000,0.407150,0.097678,0.656373
1500,24.680000,17.520000,0.301370,0.101622,0.612143
2000,37.380001,15.860000,0.211854,0.100583,0.588956
2500,34.560001,14.580000,0.153635,0.104702,0.546255
3000,24.580000,13.740000,0.096070,0.102540,0.525808
3500,43.240002,13.300000,0.054135,0.104882,0.525527
4000,30.299999,12.840000,0.028037,0.095352,0.513620
4500,39.099998,12.860000,0.018663,0.093067,0.523031
5000,24.500000,12.600000,0.015873,0.093755,0.510321
