generation,avg_utility,avg_degrees,reciprocity,spinglass_modularity,cluster_coeff
0,23.340000,30.340000,0.613052,0.069422,0.858922
500,26.459999,22.520000,0.468917,0.089117,0.705386
1000,26.620001,18.620000,0.337272,0.097360,0.631189
1500,45.400002,16.280000,0.282555,0.105779,0.574159
2000,24.280001,15.640000,0.240409,0.106378,0.557903
2500,44.400002,15.200000,0.184211,0.103701,0.555508
3000,35.459999,14.820000,0.153846,0.104801,0.554000
3500,32.759998,13.880000,0.118156,0.102981,0.521896
4000,40.779999,13.260000,0.084465,0.095115,0.510812
4500,34.560001,12.400000,0.074194,0.114002,0.487317
5000,43.900002,12.780000,0.056338,0.099531,0.506174
