generation,avg_utility,avg_degrees,reciprocity,spinglass_modularity,cluster_coeff
0,35.459999,34.320000,0.698135,0.061664,0.911549
500,22.240000,26.600000,0.574436,0.082440,0.773861
1000,32.320000,22.080000,0.485507,0.094655,0.682197
1500,30.160000,19.700000,0.408122,0.100266,0.643212
2000,30.680000,18.420000,0.345277,0.101725,0.625728
2500,35.860001,16.260000,0.238622,0.101106,0.585515
3000,26.900000,14.600000,0.147945,0.099669,0.553440
3500,41.820000,14.000000,0.097143,0.098593,0.538581
4000,43.439999,13.940000,0.083214,0.096275,0.545813
4500,43.299999,13.880000,0.080692,0.102377,0.545251
5000,43.540001,13.740000,0.072780,0.102148,0.542019
