generation,avg_utility,avg_degrees,reciprocity,spinglass_modularity,cluster_coeff
0,21.580000,24.760000,0.500808,0.082704,0.756403
500,18.639999,19.780000,0.380182,0.099359,0.649591
1000,30.420000,17.000000,0.282353,0.100779,0.601233
1500,39.299999,14.700000,0.182313,0.109476,0.549069
2000,31.480000,13.520000,0.124260,0.106972,0.512634
2500,39.279999,13.600000,0.070588,0.094793,0.541800
3000,30.160000,12.980000,0.043143,0.103917,0.515176
3500,25.059999,12.700000,0.031496,0.084674,0.524985
4000,33.980000,12.240000,0.016340,0.106801,0.488041
4500,37.939999,12.220000,0.003273,0.111167,0.494273
5000,40.000000,12.180000,0.000000,0.106397,0.504677
