generation,avg_utility,avg_degrees,reciprocity,spinglass_modularity,cluster_coeff
0,31.480000,9.900000,0.173737,0.148595,0.360729
500,38.419998,11.560000,0.096886,0.119241,0.443059
1000,40.340000,12.120000,0.062706,0.115471,0.479501
1500,32.259998,12.380000,0.029079,0.111542,0.502437
2000,38.720001,12.440000,0.016077,0.099841,0.498084
2500,32.779999,12.120000,0.013201,0.108108,0.482749
3000,48.340000,12.420000,0.009662,0.098785,0.497188
3500,48.340000,12.420000,0.009662,0.099799,0.497188
4000,48.340000,12.420000,0.009662,0.099799,0.497188
4500,48.799999,12.460000,0.009631,0.100116,0.497769
5000,48.900002,12.500000,0.009600,0.098601,0.499901
