generation,avg_utility,avg_degrees,reciprocity,spinglass_modularity,cluster_coeff
0,16.580000,43.940000,0.896677,0.054880,0.989367
500,23.719999,32.540000,0.706822,0.072228,0.859366
1000,26.959999,25.560000,0.555556,0.084409,0.750607
1500,32.660000,20.060000,0.408774,0.098491,0.648844
2000,26.379999,17.080000,0.276347,0.100369,0.604967
2500,36.700001,15.740000,0.180432,0.095789,0.581805
3000,27.879999,14.200000,0.115493,0.099653,0.544506
3500,31.540001,13.140000,0.073059,0.109269,0.516339
4000,33.240002,12.340000,0.048622,0.109322,0.486189
4500,45.299999,12.580000,0.038156,0.104025,0.505469
5000,28.139999,12.780000,0.028169,0.095042,0.512097
