generation,avg_utility,avg_degrees,reciprocity,spinglass_modularity,cluster_coeff
0,29.879999,14.540000,0.330124,0.122980,0.500964
500,36.980000,14.160000,0.203390,0.113943,0.517176
1000,34.299999,13.560000,0.132743,0.112379,0.517532
1500,35.919998,13.400000,0.098507,0.111266,0.522191
2000,31.980000,13.320000,0.048048,0.103571,0.526009
2500,34.360001,13.080000,0.036697,0.102829,0.511848
3000,25.500000,13.080000,0.024465,0.094931,0.531153
3500,43.520000,12.000000,0.013333,0.108135,0.481529
4000,31.840000,12.040000,0.009967,0.116192,0.493730
4500,28.340000,12.720000,0.009434,0.095918,0.521996
5000,19.700001,12.180000,0.006568,0.095186,0.498271
