generation,avg_utility,avg_degrees,reciprocity,spinglass_modularity,cluster_coeff
0,40.500000,24.720000,0.529126,0.087955,0.739383
500,31.240000,20.520000,0.421053,0.093883,0.660681
1000,26.420000,18.640000,0.324034,0.095915,0.636520
1500,38.160000,16.040000,0.204489,0.102855,0.587829
2000,33.560001,15.660000,0.189017,0.098947,0.581285
2500,42.560001,15.380000,0.174252,0.100603,0.579149
3000,39.380001,14.800000,0.167568,0.097096,0.561661
3500,42.080002,14.800000,0.154054,0.102572,0.557339
4000,33.759998,14.600000,0.147945,0.105394,0.554390
4500,38.959999,14.220000,0.140647,0.103292,0.538403
5000,46.799999,13.780000,0.139332,0.105878,0.519310
