generation,avg_utility,avg_degrees,reciprocity,spinglass_modularity,cluster_coeff
0,36.980000,34.060000,0.698767,0.062999,0.904110
500,22.879999,25.600000,0.542188,0.083607,0.760232
1000,17.000000,19.700000,0.410152,0.098266,0.640602
1500,38.500000,16.560000,0.272947,0.101497,0.582442
2000,21.080000,14.480000,0.179558,0.107526,0.534157
2500,36.599998,13.120000,0.121951,0.114512,0.504907
3000,28.160000,13.520000,0.071006,0.101683,0.533457
3500,24.040001,12.920000,0.043344,0.106175,0.509045
4000,37.740002,12.340000,0.035656,0.104575,0.486070
4500,40.360001,12.540000,0.022329,0.094494,0.503381
5000,26.639999,12.840000,0.015576,0.092039,0.522732
