generation,avg_utility,avg_degrees,reciprocity,spinglass_modularity,cluster_coeff
0,18.000000,34.640000,0.705543,0.061391,0.915396
500,12.580000,26.020000,0.554958,0.083449,0.769408
1000,22.000000,20.000000,0.394000,0.095298,0.654332
1500,29.740000,16.860000,0.268090,0.100472,0.587861
2000,32.360001,14.800000,0.191892,0.110927,0.548925
2500,36.240002,14.120000,0.124646,0.107539,0.546579
3000,25.260000,13.800000,0.075362,0.095395,0.535477
3500,18.799999,12.920000,0.037152,0.107871,0.521076
4000,35.759998,12.620000,0.025357,0.101686,0.498780
4500,34.939999,12.560000,0.009554,0.092871,0.519501
5000,37.500000,12.540000,0.003190,0.101362,0.514984
