generation,avg_utility,avg_degrees,reciprocity,spinglass_modularity,cluster_coeff
0,30.020000,5.260000,0.106464,0.224298,0.207447
500,31.719999,9.300000,0.047312,0.132369,0.368591
1000,24.980000,11.540000,0.017331,0.111548,0.467171
1500,30.360001,11.340000,0.010582,0.095913,0.469851
2000,42.080002,12.480000,0.009615,0.096013,0.505823
2500,32.660000,12.140000,0.006590,0.107927,0.487271
3000,28.959999,11.700000,0.003419,0.099129,0.464313
3500,28.440001,11.880000,0.003367,0.105253,0.490378
4000,34.180000,12.280000,0.003257,0.097830,0.498616
4500,38.840000,12.540000,0.003190,0.095196,0.518240
5000,30.020000,12.480000,0.003205,0.105366,0.510051
