generation,avg_utility,avg_degrees,reciprocity,spinglass_modularity,cluster_coeff
0,36.360001,5.200000,0.146154,0.236553,0.208352
500,28.700001,10.080000,0.047619,0.139899,0.399364
1000,31.760000,11.560000,0.020761,0.114073,0.468530
1500,32.680000,12.360000,0.009709,0.094157,0.496722
2000,36.400002,11.620000,0.003442,0.111685,0.478670
2500,35.320000,12.380000,0.000000,0.094014,0.506048
3000,27.820000,12.000000,0.000000,0.097125,0.496202
3500,32.840000,12.200000,0.000000,0.104878,0.492847
4000,43.639999,12.060000,0.000000,0.105521,0.491672
4500,38.540001,12.260000,0.000000,0.105154,0.498945
5000,30.559999,11.780000,0.000000,0.105974,0.482695
