generation,avg_utility,avg_degrees,reciprocity,spinglass_modularity,cluster_coeff
0,29.719999,29.420000,0.605031,0.072618,0.836270
500,17.680000,23.600000,0.506780,0.087905,0.717514
1000,22.260000,19.760000,0.396761,0.101420,0.645986
1500,37.720001,17.820000,0.359147,0.107039,0.596045
2000,45.320000,17.340000,0.318339,0.103063,0.591424
2500,48.439999,17.200000,0.297674,0.097763,0.594085
3000,48.599998,16.960000,0.297170,0.098775,0.587668
3500,48.619999,16.920000,0.297872,0.099649,0.586090
4000,48.619999,16.940000,0.297521,0.100067,0.586508
4500,48.639999,16.900000,0.298225,0.102499,0.585164
5000,45.320000,16.880000,0.270142,0.097747,0.595668
