generation,avg_utility,avg_degrees,reciprocity,spinglass_modularity,cluster_coeff
0,28.219999,29.340000,0.580777,0.070232,0.847534
500,20.400000,21.860000,0.459286,0.092012,0.688250
1000,20.280001,18.580000,0.322928,0.096897,0.634678
1500,35.240002,16.120000,0.210918,0.102283,0.588054
2000,42.500000,14.640000,0.144809,0.101510,0.544483
2500,44.500000,13.760000,0.084302,0.093356,0.541645
3000,22.540001,12.780000,0.056338,0.101229,0.511391
3500,26.920000,12.300000,0.029268,0.106126,0.498650
4000,40.340000,12.280000,0.013029,0.105506,0.503285
4500,33.840000,12.220000,0.009820,0.102393,0.494644
5000,37.200001,12.040000,0.009967,0.090147,0.489861
