generation,avg_utility,avg_degrees,reciprocity,spinglass_modularity,cluster_coeff
0,35.360001,4.040000,0.099010,0.286259,0.152159
500,32.880001,9.540000,0.029350,0.134730,0.387276
1000,32.919998,10.500000,0.015238,0.109861,0.419109
1500,41.419998,11.560000,0.010381,0.106023,0.471050
2000,32.480000,12.000000,0.003333,0.097099,0.497813
2500,38.020000,12.720000,0.000000,0.093940,0.512936
3000,41.919998,12.660000,0.000000,0.104000,0.515105
3500,33.320000,12.280000,0.000000,0.098883,0.496236
4000,42.900002,12.500000,0.000000,0.106510,0.511497
4500,25.480000,11.920000,0.000000,0.106045,0.489915
5000,45.200001,12.560000,0.000000,0.085864,0.504416
