generation,avg_utility,avg_degrees,reciprocity,spinglass_modularity,cluster_coeff
0,37.680000,4.800000,0.091667,0.248602,0.180115
500,37.480000,10.500000,0.019048,0.123274,0.417354
1000,31.700001,12.140000,0.006590,0.107944,0.492044
1500,38.480000,12.340000,0.003241,0.094948,0.505742
2000,41.220001,11.720000,0.000000,0.094350,0.470395
2500,34.400002,11.620000,0.000000,0.114680,0.477041
3000,37.759998,11.880000,0.000000,0.102396,0.480513
3500,36.840000,12.540000,0.000000,0.110227,0.508063
4000,33.619999,11.960000,0.000000,0.107704,0.492493
4500,37.060001,11.740000,0.000000,0.117702,0.480962
5000,34.580002,11.880000,0.000000,0.094518,0.480851
