generation,avg_utility,avg_degrees,reciprocity,spinglass_modularity,cluster_coeff
0,11.400000,34.260000,0.704028,0.063026,0.906561
500,21.799999,26.440000,0.562784,0.081596,0.775330
1000,36.000000,21.980000,0.465878,0.097219,0.690683
1500,34.259998,18.480000,0.341991,0.098735,0.631162
2000,39.639999,16.780000,0.240763,0.100708,0.612108
2500,41.160000,16.560000,0.236715,0.099307,0.599054
3000,39.939999,16.120000,0.213400,0.096901,0.585702
3500,44.980000,15.660000,0.189017,0.097337,0.572709
4000,45.860001,15.460000,0.183700,0.099086,0.571147
4500,45.560001,15.060000,0.164675,0.100284,0.559030
5000,48.320000,15.000000,0.162667,0.101484,0.555742
