generation,avg_utility,avg_degrees,reciprocity,spinglass_modularity,cluster_coeff
0,27.860001,19.680000,0.380081,0.095344,0.651267
500,32.200001,16.060000,0.266501,0.111490,0.574159
1000,29.879999,14.520000,0.184573,0.105428,0.528674
1500,35.320000,13.580000,0.114875,0.102302,0.522437
2000,30.959999,13.180000,0.072838,0.106992,0.516162
2500,37.419998,12.620000,0.044374,0.094498,0.503112
3000,28.160000,12.160000,0.032895,0.085103,0.489870
3500,39.599998,12.540000,0.012759,0.093449,0.499440
4000,46.900002,11.760000,0.010204,0.107289,0.471663
4500,34.180000,12.180000,0.003284,0.103908,0.499171
5000,39.180000,12.500000,0.000000,0.096649,0.502421
