generation,avg_utility,avg_degrees,reciprocity,spinglass_modularity,cluster_coeff
0,30.500000,4.900000,0.089796,0.254819,0.178232
500,44.820000,9.820000,0.036660,0.133314,0.389474
1000,28.719999,11.440000,0.024476,0.118143,0.463111
1500,28.400000,12.100000,0.009917,0.092352,0.482746
2000,27.320000,11.380000,0.003515,0.104251,0.464852
2500,34.119999,12.100000,0.000000,0.110770,0.490676
3000,34.439999,12.200000,0.000000,0.105516,0.500956
3500,28.240000,12.420000,0.000000,0.094645,0.501328
4000,34.040001,12.560000,0.000000,0.088395,0.518106
4500,30.879999,11.980000,0.000000,0.103251,0.483096
5000,35.740002,11.840000,0.000000,0.104841,0.492313
