generation,avg_utility,avg_degrees,reciprocity,spinglass_modularity,cluster_coeff
0,16.459999,19.400000,0.364948,0.097988,0.649510
500,42.799999,17.520000,0.294521,0.099192,0.610804
1000,44.020000,16.220000,0.246609,0.106742,0.581690
1500,39.160000,15.200000,0.178947,0.105681,0.562620
2000,23.559999,14.240000,0.140449,0.100535,0.548568
2500,35.340000,13.060000,0.085758,0.107703,0.508190
3000,25.299999,12.540000,0.038278,0.099642,0.501147
3500,25.799999,12.480000,0.019231,0.093515,0.502785
4000,34.119999,12.280000,0.009772,0.106220,0.499588
4500,37.700001,12.900000,0.006202,0.082395,0.521522
5000,29.959999,12.500000,0.003200,0.099501,0.502995
