generation,avg_utility,avg_degrees,reciprocity,spinglass_modularity,cluster_coeff
0,12.160000,34.680000,0.710496,0.061936,0.912868
500,31.240000,26.920000,0.557207,0.077588,0.789944
1000,23.980000,21.280000,0.434211,0.091763,0.675935
1500,31.400000,17.520000,0.317352,0.106669,0.607584
2000,30.780001,15.600000,0.207692,0.103352,0.574711
2500,34.619999,14.540000,0.159560,0.098049,0.552932
3000,31.080000,14.020000,0.114123,0.101302,0.533029
3500,28.620001,13.800000,0.046377,0.096157,0.545009
4000,33.180000,13.020000,0.036866,0.106233,0.513731
4500,29.940001,12.880000,0.015528,0.100205,0.524263
5000,34.080002,12.280000,0.003257,0.114138,0.501663
