generation,avg_utility,avg_degrees,reciprocity,spinglass_modularity,cluster_coeff
0,30.139999,4.780000,0.117155,0.251475,0.191489
500,37.959999,9.200000,0.034783,0.152606,0.364511
1000,46.459999,10.580000,0.015123,0.124555,0.420837
1500,44.540001,11.200000,0.010714,0.107639,0.453934
2000,34.480000,12.100000,0.006612,0.103254,0.490967
2500,47.380001,12.560000,0.006369,0.095332,0.512810
3000,48.279999,12.540000,0.006380,0.104298,0.509723
3500,41.580002,12.320000,0.006494,0.107280,0.500034
4000,44.900002,12.440000,0.006431,0.086256,0.511768
4500,32.680000,12.960000,0.003086,0.087495,0.526537
5000,48.520000,12.900000,0.003101,0.088647,0.527489
