generation,avg_utility,avg_degrees,reciprocity,spinglass_modularity,cluster_coeff
0,33.880001,43.860000,0.891017,0.054342,0.992647
500,17.080000,33.080000,0.729141,0.072379,0.858063
1000,35.160000,25.160000,0.559618,0.086870,0.739195
1500,25.879999,20.320000,0.429134,0.099976,0.650488
2000,33.599998,17.360000,0.315668,0.106181,0.604685
2500,31.840000,15.920000,0.246231,0.105180,0.570994
3000,43.680000,15.640000,0.156010,0.093214,0.583883
3500,44.380001,14.480000,0.121547,0.096071,0.551728
4000,38.400002,13.840000,0.080925,0.101648,0.538992
4500,23.240000,13.220000,0.054463,0.096138,0.524603
5000,31.920000,12.560000,0.035032,0.090218,0.502205
