generation,avg_utility,avg_degrees,reciprocity,spinglass_modularity,cluster_coeff
0,25.280001,9.820000,0.224033,0.165420,0.362451
500,22.719999,11.660000,0.106346,0.124451,0.447060
1000,33.619999,12.660000,0.063191,0.104076,0.504229
1500,31.340000,12.520000,0.031949,0.100753,0.510946
2000,28.020000,12.320000,0.016234,0.095580,0.500922
2500,36.080002,12.400000,0.006452,0.105620,0.496976
3000,31.820000,11.940000,0.003350,0.102149,0.477918
3500,33.860001,12.640000,0.003165,0.102822,0.508527
4000,41.340000,12.020000,0.003328,0.104248,0.489072
4500,29.840000,11.980000,0.003339,0.099444,0.479776
5000,40.599998,11.820000,0.000000,0.101030,0.479956
