generation,avg_utility,avg_degrees,reciprocity,spinglass_modularity,cluster_coeff
0,29.639999,9.940000,0.201207,0.159433,0.355834
500,36.419998,11.700000,0.105983,0.121647,0.454365
1000,33.820000,12.380000,0.064620,0.110448,0.484437
1500,31.120001,12.600000,0.041270,0.104825,0.500371
2000,31.100000,12.060000,0.033167,0.109069,0.484976
2500,39.200001,12.700000,0.018898,0.101724,0.515089
3000,34.599998,12.740000,0.015699,0.099730,0.513337
3500,39.180000,12.280000,0.009772,0.113278,0.505410
4000,42.580002,12.380000,0.006462,0.103832,0.501277
4500,48.080002,12.040000,0.003322,0.102233,0.484571
5000,37.860001,12.320000,0.003247,0.097335,0.504212
