generation,avg_utility,avg_degrees,reciprocity,spinglass_modularity,cluster_coeff
0,16.540001,39.460000,0.805879,0.056701,0.961563
500,30.280001,30.320000,0.660950,0.077049,0.830268
1000,16.840000,23.320000,0.500858,0.090559,0.714123
1500,39.700001,18.280000,0.374179,0.103178,0.615052
2000,29.299999,15.860000,0.247163,0.104713,0.558510
2500,37.799999,14.300000,0.162238,0.108827,0.533986
3000,38.560001,13.760000,0.104651,0.106862,0.534977
3500,24.280001,13.400000,0.071642,0.101970,0.527440
4000,22.280001,13.280000,0.045181,0.096775,0.531445
4500,29.360001,12.640000,0.034810,0.096991,0.507448
5000,35.240002,12.580000,0.015898,0.090497,0.500263
