generation,avg_utility,avg_degrees,reciprocity,spinglass_modularity,cluster_coeff
0,23.620001,49.000000,1.000000,0.054951,1.000000
500,14.180000,36.920000,0.765980,0.060666,0.928972
1000,17.900000,27.280000,0.589443,0.080774,0.784174
1500,29.440001,21.980000,0.453139,0.092864,0.695931
2000,26.600000,18.140000,0.328556,0.099820,0.620019
2500,30.840000,15.800000,0.248101,0.105380,0.574772
3000,37.759998,14.920000,0.171582,0.106623,0.555330
3500,38.820000,14.500000,0.135172,0.101019,0.548512
4000,38.340000,13.600000,0.097059,0.107377,0.523745
4500,34.919998,13.060000,0.061256,0.102309,0.518075
5000,29.260000,12.700000,0.028346,0.107192,0.508196
