generation,avg_utility,avg_degrees,reciprocity,spinglass_modularity,cluster_coeff
0,18.959999,39.180000,0.805513,0.057706,0.955471
500,29.020000,29.580000,0.636917,0.076746,0.822121
1000,32.040001,23.300000,0.485837,0.088590,0.715653
1500,33.680000,19.660000,0.364191,0.096720,0.654336
2000,33.040001,16.780000,0.243147,0.100055,0.599858
2500,43.020000,14.760000,0.149051,0.102006,0.556993
3000,43.880001,13.220000,0.105900,0.103958,0.503170
3500,27.799999,12.860000,0.065319,0.112105,0.507413
4000,30.840000,12.480000,0.038462,0.097654,0.498267
4500,39.799999,12.440000,0.019293,0.104617,0.499527
5000,36.619999,12.880000,0.015528,0.093328,0.526901
