generation,avg_utility,avg_degrees,reciprocity,spinglass_modularity,cluster_coeff
0,26.639999,4.940000,0.089069,0.262838,0.193370
500,38.580002,8.480000,0.033019,0.156848,0.341761
1000,31.840000,10.380000,0.023121,0.127923,0.418876
1500,20.600000,11.720000,0.010239,0.108925,0.468870
2000,23.660000,12.020000,0.006656,0.103913,0.482116
2500,31.600000,11.720000,0.006826,0.115480,0.480134
3000,30.980000,12.660000,0.006319,0.092774,0.508488
3500,27.500000,12.100000,0.006612,0.098496,0.491410
4000,31.120001,12.200000,0.003279,0.106365,0.497439
4500,26.200001,12.260000,0.000000,0.100124,0.494452
5000,38.060001,12.400000,0.000000,0.092101,0.506919
