generation,avg_utility,avg_degrees,reciprocity,spinglass_modularity,cluster_coeff
0,26.520000,14.420000,0.305132,0.128081,0.498975
500,44.200001,14.220000,0.196906,0.113703,0.526544
1000,22.840000,13.660000,0.140556,0.107464,0.510739
1500,30.180000,13.740000,0.098981,0.101482,0.526246
2000,34.500000,13.340000,0.053973,0.100637,0.534736
2500,40.700001,12.680000,0.031546,0.101086,0.501312
3000,27.219999,12.800000,0.025000,0.086263,0.516925
3500,30.280001,12.380000,0.009693,0.096125,0.504740
4000,39.220001,11.980000,0.010017,0.097169,0.489480
4500,39.980000,12.140000,0.006590,0.099486,0.490905
5000,30.580000,12.540000,0.006380,0.091623,0.512214
