generation,avg_utility,avg_degrees,reciprocity,spinglass_modularity,cluster_coeff
0,25.000000,24.280000,0.502471,0.084843,0.741892
500,34.799999,19.360000,0.371901,0.098315,0.648768
1000,23.500000,16.800000,0.271429,0.104634,0.589569
1500,31.580000,15.540000,0.200772,0.098515,0.572955
2000,20.639999,14.740000,0.151967,0.103728,0.558882
2500,34.080002,13.820000,0.095514,0.100449,0.543290
3000,32.900002,12.980000,0.061633,0.105212,0.521160
3500,18.120001,13.320000,0.042042,0.093449,0.525406
4000,33.480000,13.220000,0.024206,0.091725,0.531750
4500,27.440001,12.440000,0.019293,0.110032,0.504112
5000,34.439999,12.380000,0.016155,0.103074,0.505282
