generation,avg_utility,avg_degrees,reciprocity,spinglass_modularity,cluster_coeff
0,33.799999,5.020000,0.111554,0.246028,0.188110
500,36.340000,7.740000,0.056848,0.169912,0.303934
1000,29.180000,9.640000,0.033195,0.132253,0.396895
1500,30.860001,10.820000,0.025878,0.100442,0.437645
2000,36.099998,11.220000,0.017825,0.100375,0.455612
2500,27.660000,12.000000,0.006667,0.110779,0.485247
3000,36.000000,12.100000,0.006612,0.107877,0.492169
3500,37.279999,12.280000,0.003257,0.086843,0.501730
4000,26.799999,12.620000,0.003170,0.089830,0.508206
4500,38.480000,12.220000,0.003273,0.098094,0.489842
5000,37.799999,11.700000,0.000000,0.108357,0.467217
