generation,avg_utility,avg_degrees,reciprocity,spinglass_modularity,cluster_coeff
0,43.240002,33.880000,0.689492,0.062506,0.905916
500,27.340000,25.860000,0.550657,0.082761,0.764006
1000,38.500000,21.160000,0.413989,0.092623,0.683467
1500,34.939999,18.400000,0.341304,0.106073,0.619305
2000,38.160000,16.620000,0.262335,0.102609,0.586285
2500,40.139999,15.640000,0.202046,0.099174,0.577078
3000,36.580002,15.200000,0.186842,0.100752,0.561612
3500,37.520000,15.400000,0.163636,0.094917,0.578170
4000,48.500000,15.340000,0.151239,0.099874,0.573419
4500,48.680000,14.840000,0.142857,0.098952,0.564490
5000,49.040001,14.860000,0.142665,0.100554,0.564135
