generation,avg_utility,avg_degrees,reciprocity,spinglass_modularity,cluster_coeff
0,30.139999,19.880000,0.412475,0.098368,0.645895
500,28.820000,17.480000,0.286041,0.097381,0.613178
1000,39.700001,15.100000,0.174834,0.104648,0.557657
1500,41.520000,14.440000,0.113573,0.102476,0.547358
2000,23.660000,13.320000,0.075075,0.108639,0.526290
2500,31.780001,13.240000,0.051360,0.100165,0.525878
3000,22.180000,12.880000,0.034161,0.096020,0.512583
3500,32.480000,12.500000,0.025600,0.109224,0.501345
4000,32.480000,11.900000,0.006723,0.098260,0.477901
4500,21.520000,12.100000,0.003306,0.100811,0.485232
5000,30.020000,11.860000,0.003373,0.108347,0.488332
