generation,avg_utility,avg_degrees,reciprocity,spinglass_modularity,cluster_coeff
0,38.080002,9.400000,0.170213,0.169033,0.349091
500,35.660000,11.820000,0.094755,0.122351,0.445286
1000,33.400002,12.780000,0.046948,0.108077,0.511410
1500,26.420000,12.400000,0.025806,0.106310,0.498602
2000,33.000000,12.180000,0.019704,0.105844,0.489291
2500,40.619999,12.320000,0.006494,0.104978,0.503394
3000,32.340000,12.400000,0.003226,0.097756,0.508772
3500,35.020000,12.460000,0.000000,0.091409,0.499274
4000,36.279999,12.000000,0.000000,0.095062,0.488254
4500,44.259998,12.460000,0.000000,0.091002,0.506222
5000,34.520000,12.540000,0.000000,0.102305,0.505849
