generation,avg_utility,avg_degrees,reciprocity,spinglass_modularity,cluster_coeff
0,35.480000,20.200000,0.390099,0.093867,0.664982
500,38.779999,16.560000,0.263285,0.104971,0.591614
1000,42.480000,14.960000,0.168449,0.100080,0.553980
1500,41.560001,14.200000,0.107042,0.102691,0.545315
2000,37.560001,13.440000,0.071429,0.090412,0.526297
2500,23.400000,12.840000,0.049844,0.098832,0.504487
3000,34.279999,12.760000,0.021944,0.099875,0.510392
3500,33.779999,12.700000,0.012598,0.105240,0.509992
4000,28.160000,12.740000,0.009419,0.108668,0.517895
4500,34.880001,12.420000,0.006441,0.090033,0.505839
5000,36.400002,11.900000,0.003361,0.098596,0.479583
