generation,avg_utility,avg_degrees,reciprocity,spinglass_modularity,cluster_coeff
0,28.780001,19.820000,0.389506,0.096023,0.643538
500,34.360001,17.260000,0.268830,0.103964,0.610333
1000,21.559999,15.720000,0.188295,0.090502,0.580349
1500,32.419998,14.160000,0.118644,0.104452,0.542310
2000,20.120001,13.580000,0.073638,0.094962,0.538649
2500,35.220001,13.160000,0.045593,0.096203,0.525993
3000,32.560001,12.280000,0.026059,0.105156,0.495453
3500,17.780001,12.340000,0.019449,0.097942,0.501676
4000,32.799999,12.600000,0.006349,0.088605,0.518203
4500,28.680000,12.860000,0.003110,0.106805,0.521139
5000,36.740002,12.520000,0.003195,0.111912,0.510260
