generation,avg_utility,avg_degrees,reciprocity,spinglass_modularity,cluster_coeff
0,16.600000,34.600000,0.693642,0.059613,0.923690
500,34.200001,26.460000,0.560847,0.081180,0.774961
1000,42.240002,20.240000,0.444664,0.103857,0.642502
1500,38.599998,17.860000,0.286674,0.096629,0.618385
2000,33.599998,15.420000,0.160830,0.094562,0.577537
2500,36.200001,14.220000,0.098453,0.101779,0.551242
3000,42.040001,13.680000,0.076023,0.103492,0.541172
3500,24.940001,13.200000,0.045455,0.095430,0.526109
4000,30.299999,13.300000,0.030075,0.098016,0.532094
4500,27.840000,12.600000,0.012698,0.106720,0.510776
5000,31.340000,12.740000,0.012559,0.096167,0.514160
