generation,avg_utility,avg_degrees,reciprocity,spinglass_modularity,cluster_coeff
0,16.520000,39.020000,0.790364,0.056029,0.963084
500,28.000000,29.280000,0.622951,0.076561,0.824066
1000,20.620001,23.560000,0.505942,0.090384,0.718400
1500,21.320000,19.980000,0.392392,0.095077,0.650881
2000,31.660000,17.180000,0.267753,0.096667,0.606358
2500,39.860001,15.760000,0.200508,0.101891,0.575378
3000,32.279999,13.600000,0.126471,0.113583,0.516174
3500,30.040001,13.340000,0.080960,0.104506,0.527821
4000,41.480000,13.060000,0.036753,0.101092,0.524319
4500,26.360001,13.020000,0.021505,0.103754,0.520828
5000,31.260000,12.100000,0.019835,0.113219,0.480955
