generation,avg_utility,avg_degrees,reciprocity,spinglass_modularity,cluster_coeff
0,39.639999,29.940000,0.597194,0.069259,0.857797
500,29.559999,24.840000,0.504026,0.081347,0.754954
1000,44.160000,22.000000,0.445455,0.092713,0.700645
1500,35.439999,18.920000,0.355180,0.100528,0.636509
2000,38.700001,16.720000,0.275120,0.103920,0.591721
2500,40.860001,15.760000,0.213198,0.105838,0.581545
3000,46.799999,15.420000,0.199741,0.104198,0.569907
3500,40.759998,14.740000,0.157395,0.102462,0.551041
4000,45.200001,14.320000,0.131285,0.106466,0.541509
4500,45.299999,13.800000,0.098551,0.109052,0.533202
5000,45.040001,13.100000,0.091603,0.110067,0.504331
