generation,avg_utility,avg_degrees,reciprocity,spinglass_modularity,cluster_coeff
0,17.600000,33.580000,0.689696,0.064069,0.897849
500,20.200001,24.860000,0.561545,0.088444,0.733810
1000,41.360001,19.700000,0.391878,0.100582,0.647449
1500,33.880001,16.740000,0.284349,0.104123,0.582925
2000,39.220001,15.120000,0.187831,0.103907,0.553188
2500,32.160000,14.160000,0.112994,0.098261,0.537976
3000,39.099998,13.200000,0.066667,0.104586,0.520862
3500,33.480000,12.760000,0.037618,0.111316,0.513911
4000,34.759998,12.780000,0.021909,0.099679,0.515329
4500,42.279999,12.460000,0.016051,0.107156,0.501071
5000,22.799999,12.520000,0.009585,0.100722,0.503265
