generation,avg_utility,avg_degrees,reciprocity,spinglass_modularity,cluster_coeff
0,27.440001,18.980000,0.383562,0.101932,0.622782
500,34.360001,16.400000,0.285366,0.108571,0.565609
1000,45.959999,14.480000,0.204420,0.110285,0.519571
1500,45.880001,14.460000,0.199170,0.108646,0.523602
2000,46.639999,13.720000,0.201166,0.117767,0.504757
2500,40.099998,13.520000,0.195266,0.123219,0.497838
3000,29.639999,13.240000,0.138973,0.111092,0.496793
3500,42.099998,12.720000,0.081761,0.106603,0.490396
4000,48.160000,12.940000,0.068006,0.105599,0.511861
4500,48.639999,13.020000,0.067588,0.100526,0.513397
5000,48.720001,13.060000,0.067381,0.107395,0.513967
